,a,b,c,d,e
2.345,7.829934701,9.686742473,2.633566048,9.270496106,7.94071746
2.346,6.610019347,5.114557759,3.508005971,2.095684964,1.157318781
2.347,6.643669584,0.770360688,5.099758046,4.052650039,0.354539109
2.348,2.516692242,5.745739559,7.566456758,8.899013276,3.100198586
2.349,2.759179173,7.022081126,8.684312279,0.935371581,9.619811761
2.35,5.943131991,9.933792767,9.069727075,4.552000341,1.079753557
2.351,5.19474807,6.714370844,7.117656065,4.179768165,9.718845857
2.352,6.154778592,0.282530474,8.949162752,8.868344878,5.465679022
2.353,8.377712265,8.574992275,1.122595744,6.717632326,5.330127176
2.354,1.122151165,6.68104931,9.749427313,7.719421102,1.84194339
2.355,6.192304475,8.469293084,5.756024735,1.336110156,5.805607689
2.356,6.100861724,1.8879049,5.187843345,7.891024779,4.201702742
2.357,7.04497045,8.457968967,3.144122855,9.188541832,3.977470703
2.358,2.292882706,6.286238792,3.886646292,1.757600989,2.139578602
2.359,9.067584646,2.9632223,8.828334096,8.967037236,7.933047853
2.36,0.466109997,7.350258799,5.96111833,0.249265077,8.675487625
2.361,1.773467129,6.218830059,4.719174544,2.065970711,0.419679486
2.362,6.655137394,7.808809768,7.340978884,1.430322478,2.104118172
2.363,8.116888185,6.03428891,3.918958595,0.241151872,9.644378072
2.364,4.766011504,1.214873476,4.932243418,2.42152517,2.50651598
2.365,2.226542452,9.024761994,6.719617024,9.223897817,9.793754932
2.366,0.43157801,9.537317369,3.971560705,9.797266331,8.028359006
2.367,2.165011279,0.959517841,8.084162844,7.390550426,1.844443178
2.368,8.280936142,2.586366415,4.261714804,4.117714413,3.757005367
2.369,3.370501601,0.333640853,6.217411491,4.873330703,1.74685284
2.37,4.055385724,7.738466302,0.975427908,1.803378613,4.648851052
2.371,8.777931357,0.972391497,3.589657975,2.836526006,0.852716106
2.372,3.079246449,3.200252968,8.107298433,7.396754865,6.749042215
2.373,8.351380445,1.134257122,2.914730627,4.283377891,4.77670077
2.374,5.388995246,8.50827281,7.607933754,4.033976127,0.669930408
2.375,7.692930201,1.476866408,0.082591423,7.76880879,1.024267719
2.376,3.582754418,0.321813228,0.929383448,2.386231782,7.815264342
2.377,3.63523161,1.510299751,5.454739842,3.294825299,1.25954956
2.378,2.096113161,1.268612392,2.388088251,4.765835358,7.695951817
2.379,4.248122798,0.055588863,7.601021118,4.471852959,1.49317989
2.38,7.553661257,0.259413948,9.166026591,5.163808801,3.050195827
2.381,0.188025288,3.316367419,4.392841854,8.755358002,6.250716245
2.382,4.103724024,0.869309432,6.201686957,7.377679628,9.091928809
2.383,1.555644155,6.663721185,8.712670623,3.791924697,5.568331868
2.384,2.293252148,5.507522881,9.664295256,6.993934137,8.835718608
2.385,1.857057984,0.195855424,5.559368048,6.199389956,9.134241848
2.386,9.497198037,5.245645118,2.64021986,9.315303728,8.371854115
2.387,8.453556812,7.221930776,1.078680396,8.820888177,9.958141402
2.388,0.744934306,4.485483138,1.14885394,2.330995263,1.995264464
2.389,1.792505034,0.329299111,2.926157525,9.238950876,1.885204126
2.39,2.328452033,7.616503533,7.23592783,1.47934939,1.011060409
2.391,4.244997663,9.395634055,9.302613981,8.803025321,0.235475579
2.392,3.002540162,6.925192942,7.105155776,7.523520723,6.149662125
2.393,7.430470551,5.738273961,3.505973705,9.747562245,1.920469071
2.394,0.905629207,1.045177639,5.004702312,0.784790718,0.57693096
2.395,2.856584159,6.3823094,3.93927455,2.106946495,5.542360366
2.396,7.66268544,2.289506922,5.559006685,1.093703007,2.144122317
2.397,2.65999243,5.749712731,5.863050267,4.976570286,7.872820374
2.398,8.916921836,1.18142445,2.015967596,2.884049534,3.749112213
2.399,5.460559563,8.755894178,9.58579318,2.38326837,5.231589421
2.4,2.358048142,5.629834436,0.133167218,5.690262313,9.718506616
2.401,6.214178277,0.608368931,1.74242822,9.688002263,3.654624619
2.402,0.724914359,6.23084678,6.64422691,5.007904443,7.029921956
2.403,8.242257989,8.863173936,3.701233457,4.567457308,0.69282983
2.404,2.268324819,9.796285042,1.454062605,8.072580449,2.06954914
2.405,1.57588514,8.184052706,8.809386217,8.331489724,5.129595871
2.406,3.463043278,8.193829814,3.173936319,0.47038034,7.914273036
2.407,2.49290112,5.940346806,8.064610818,2.084849623,4.083723478
2.408,1.857832961,1.88890782,6.157872836,3.883466085,3.517762194
2.409,0.329175891,7.814632251,0.947572042,0.745471266,8.165261015
2.41,9.184896886,2.149594061,1.37920737,0.592521609,6.649784172
2.411,0.070654832,7.440247951,7.370746035,1.157557339,6.948952737
2.412,6.948629538,7.660098679,9.426877147,1.843788618,0.694876793
2.413,9.013423708,3.431992529,3.921571502,1.449792515,1.592421847
2.414,3.814837945,3.16499598,7.851592621,2.907856245,0.480376125
2.415,0.636838744,1.559649077,1.011277002,2.54627834,1.922849372
2.416,0.447520576,7.848677129,0.996136473,8.824493147,1.379698814
2.417,8.40646567,8.590488885,5.641897352,3.871466692,9.52653352
2.418,5.081553251,5.37207537,1.856870205,7.714412335,8.359483825
2.419,2.138260445,6.658939365,3.857899309,4.125528061,2.769922994
2.42,6.339475799,5.666472352,2.59534989,0.448028164,4.020948091
2.421,4.489661584,2.31368045,5.251258943,6.115792902,0.252428406
2.422,1.983684654,7.292361852,7.943448215,6.279881893,0.091256253
2.423,9.547366072,8.630437948,0.178952519,0.157736627,2.275200045
2.424,1.813298202,4.978996826,6.63196905,8.525809407,9.818264939
2.425,6.551095844,0.410547794,4.955462282,4.070805689,5.001499934
2.426,5.844187493,2.314480142,1.848214308,9.427792058,8.912725285
2.427,0.606689256,5.291297688,6.017480302,8.659511605,0.729911808
2.428,5.554993654,5.400610797,2.637889807,6.011721814,9.565195567
2.429,2.970205166,0.288045431,2.999957545,1.286676248,3.545455494
2.43,2.453486099,9.658433336,1.342892499,9.807939194,0.205848866
2.431,1.637195304,8.704767352,8.852953124,6.698980203,2.83546575
2.432,9.530487441,1.98453279,6.482066716,8.484146102,6.281435589
2.433,6.697006269,7.751621028,4.096005848,1.510903825,9.029478345
2.434,1.21988924,0.022414549,7.420560327,8.784832956,1.561923984
2.435,7.902671272,6.647752149,7.602852228,2.773802379,2.470942734
2.436,3.722413716,4.397051439,6.630831993,9.569857251,0.770758806
2.437,4.729525241,8.851974434,5.070760058,8.984900893,2.316848049
2.438,6.78127348,6.429187258,2.897815785,5.951702663,3.774491759
2.439,8.784604254,3.426096133,6.380145843,4.152981636,6.334204557
2.44,8.305882472,9.801850652,3.608446125,6.507711018,0.203771112
2.441,4.085125597,1.366053476,9.302984948,7.653225198,0.631350171
2.442,3.19306368,1.007746017,2.038022856,1.218453735,8.573632882
2.443,1.571190027,6.239911083,4.713799598,9.620718184,6.105060156
2.444,2.586479509,8.051009223,1.230520121,6.263955856,4.943129657
2.445,0.024254876,7.386866152,5.60905184,6.904923687,7.269341322
2.446,9.578021952,1.159607734,5.440528221,1.532622243,7.789534104
2.447,6.345732154,2.128657647,7.521250519,5.457033881,0.471330809
2.448,5.602198234,9.722770178,0.082605812,5.160232564,8.645116699
2.449,9.074542923,3.812444947,5.799149903,4.30266672,1.745118861
2.45,9.051507697,6.280108987,9.024644274,4.124887332,2.40835646
2.451,4.303002725,5.743603908,6.837459296,4.287314209,8.967108633
2.452,6.446681416,0.026104029,6.160948589,7.601800245,6.065529308
2.453,5.950321877,9.587342827,5.417056719,8.707677284,6.605219324
2.454,0.48206534,6.579684891,5.787792956,2.053006742,3.184331052
2.455,3.286100429,5.99144824,9.482605634,9.303318554,8.731426865
2.456,2.256284592,3.035826003,9.038535984,8.419522992,1.248157612
2.457,8.293191455,8.301951102,1.771259608,9.072196214,4.136057004
2.458,9.65665257,3.135671016,3.757322087,1.317220177,0.118338632
2.459,9.454154629,8.913709762,2.83245611,6.448012821,2.554876923
2.46,5.605960381,9.068411826,8.156910092,7.634476425,1.513917041
2.461,0.885411662,7.627623439,5.737434282,1.544095892,8.937030154
2.462,1.286035693,6.041728255,2.505193558,5.650426059,7.452771205
2.463,9.780643045,3.499377343,9.993169855,2.827506826,4.130746424
2.464,4.222663301,6.589323875,1.770162868,2.713251564,7.155243633
2.465,2.655744389,4.43741856,6.077261511,0.240435278,4.462787555
2.466,3.152641085,3.591602328,2.434866707,5.219109133,1.225653936
2.467,1.707087046,3.999950685,7.896893883,6.715236093,3.477005301
2.468,6.146138797,8.306928407,2.889034295,5.32056522,4.177267428
2.469,7.551678237,8.892149141,8.822662915,7.723506534,1.465718418
2.47,3.873025752,5.775588364,5.484781598,3.428365192,0.806420632
2.471,1.491746346,3.765817339,0.134958503,1.768028387,5.266303796
2.472,6.987400064,2.982031634,6.490496171,6.056650391,2.037805412
2.473,3.673103359,5.136743465,7.645103867,6.049899992,8.156469652
2.474,6.189963715,3.104035978,3.269675327,4.357542149,6.091578482
2.475,6.233004956,9.237572007,5.016655147,7.021317424,1.773746089
2.476,0.42921287,8.872163964,0.347840431,2.335412927,4.208448384
2.477,0.944178634,2.987992919,1.414877526,5.166961564,8.379531371
2.478,5.866602516,0.652085866,3.453456767,4.36773349,4.233854399
2.479,3.347058665,1.210762457,2.321683694,6.143020181,0.966955106
2.48,6.702828924,9.026527501,3.012936517,0.83992581,2.832435129
2.481,5.448789824,0.792914617,2.849508833,3.82638094,2.398027284
2.482,5.485218313,0.194215498,4.119403715,9.527696627,6.71421232
2.483,7.583922533,1.230602668,2.73425148,8.116114206,6.559933397
2.484,4.452585576,9.910344142,4.98476361,6.560867762,0.212341576
2.485,4.446716369,9.857344325,6.800651403,0.338970159,9.939570359
2.486,3.399734679,9.745367881,4.94959421,2.030758509,8.131652155
2.487,4.943886303,3.011429566,7.193592401,8.725719781,0.943251744
2.488,4.809398619,7.798283651,9.279235845,3.670672466,7.852931722
2.489,2.279240558,0.288347012,1.896897694,5.385022649,0.776890167
2.49,7.986695128,9.527827999,7.923148009,1.86379883,1.662437849
2.491,3.034946779,0.450342001,4.890966507,6.358081414,4.675762533
2.492,7.443901681,7.007602268,8.096305456,8.461297929,3.010115708
2.493,9.022845921,5.272811713,6.138665608,6.276924016,2.405705718
2.494,1.90248645,4.409278526,7.858850115,4.775346205,3.438402828
2.495,3.631060238,1.85018193,0.662977934,6.005164459,0.443338354
2.496,3.078097974,6.278907384,4.706810608,8.489094889,7.469260918
2.497,6.21056936,1.592011339,3.077959455,7.101083046,0.439146397
2.498,2.371252728,4.923753925,7.355874086,1.65352228,5.138834237
2.499,5.04517556,3.650411783,2.555214705,6.368590461,2.971476339
2.5,1.134983701,1.007385607,2.597321119,5.247250909,8.30168838
2.501,1.127625599,2.254140301,7.770905438,4.684374445,8.355507046
2.502,4.918491274,6.976717528,5.074267852,9.13371868,6.636113773
2.503,9.670080443,1.512950312,0.119370077,1.882917923,9.173927725
2.504,5.084406861,1.337533338,3.537997139,7.887104107,8.44031559
2.505,9.742312714,3.875635229,9.337038307,5.706301623,0.165545642
2.506,3.218374878,5.063477866,9.070596874,8.792882219,2.954125916
2.507,5.403758344,6.155905921,4.397452888,3.053980956,1.251312711
2.508,2.929098949,1.983186519,9.291643113,6.904542504,1.732718327
2.509,2.778999085,4.286732822,5.136754779,0.426197155,2.826563836
2.51,4.966930314,0.182532063,9.848085448,7.6006463,4.520946265
2.511,3.365410743,8.548073907,4.77586532,7.884186109,5.967883061
2.512,0.513343007,5.443411412,4.690075072,8.674609091,4.379722021
2.513,2.205558097,1.046489506,6.665135277,1.832668105,8.91631531
2.514,8.640471289,6.946528359,9.820722852,5.302487559,9.493300796
2.515,0.956092205,9.452873393,2.58854669,1.794616828,1.263129071
2.516,9.700232695,9.040769695,3.054287295,9.453530173,9.341945743
2.517,9.136275805,5.974992878,8.174072569,8.001740665,0.124821265
2.518,4.371610797,3.424529097,1.806484349,6.655031776,7.642335343
2.519,3.631856569,0.001799028,5.140588705,2.176287296,1.286341841
2.52,6.317908087,0.771344697,7.994155254,8.969204647,4.95622575
2.521,8.461967277,1.189923386,1.990683121,1.068767849,8.0894839
2.522,3.21445952,0.850141539,2.235393278,2.09225798,5.933523636
2.523,9.504723886,5.863443287,2.422995974,5.532883269,2.308905078
2.524,5.445783717,3.381310112,3.52227591,0.097876631,2.336680025
2.525,7.10413167,9.014091204,8.666755542,8.120902913,0.343152181
2.526,4.78424333,9.924724041,2.471714471,9.85432804,0.195717365
2.527,7.158254307,1.86984692,7.943212228,3.990910628,0.996562487
2.528,3.878869209,2.016226783,3.457308931,4.446258836,0.347123083
2.529,0.579798629,0.617962776,0.038872349,4.294571465,7.844736425
2.53,9.460123835,0.049272772,3.836375742,2.497784824,6.224208276
2.531,7.120875713,3.319831194,7.051538515,5.823937489,4.660206918
2.532,1.070600477,2.821972008,6.077039427,0.646448233,7.146275051
2.533,5.300659496,1.713578399,6.534513386,0.142926129,4.747707321
2.534,7.33344596,1.60707111,8.760234548,9.453418159,8.672776003
2.535,1.349240338,8.331580696,2.568010427,3.876181893,8.756768259
2.536,6.871013367,8.776826816,9.862665743,4.193057832,8.904370411
2.537,7.598851807,6.020241905,1.905295337,2.08786964,7.173536791
2.538,3.325428296,6.189072028,2.849251441,4.052018644,9.570296797
2.539,0.049131759,2.916120835,8.41075676,6.017133399,0.270558088
2.54,6.212677093,5.911491438,9.745769869,3.338507192,7.123244174
2.541,1.518609693,0.769867578,2.594775111,2.413784907,0.219826202
2.542,6.281264322,1.779558355,7.128410108,9.025451763,9.11301863
2.543,6.748802919,2.24947943,5.18862845,1.752825745,8.432093172
2.544,4.684739058,5.760246776,5.041119247,5.391445416,0.013375021
2.545,4.441364377,1.573984377,7.14941179,5.91268154,4.776466066
2.546,8.727979743,4.451125935,9.595212576,0.589401303,0.450889502
2.547,4.800736213,3.51480771,9.420599674,4.968559556,9.06384882
2.548,2.810283233,3.725436388,7.154390986,9.340994894,3.58197213
2.549,2.486081423,6.876710975,1.856269973,3.829400964,9.813883502
2.55,9.466185806,4.069525841,6.75539846,8.769679454,4.891124453
2.551,4.851846862,5.120782757,1.439470439,4.144174071,9.794325709
2.552,8.161342862,7.058260491,8.417593389,5.227140172,9.59174161
2.553,7.2991786,4.116612603,5.517995017,9.378351407,4.549602631
2.554,3.713498,3.59050394,1.676803621,6.377381101,5.660496813
2.555,3.959305929,2.493875594,9.208164729,4.346754557,7.245530988
2.556,4.389762058,3.061791824,1.218743105,7.607648268,5.652262663
2.557,9.37460956,7.617898182,1.484671243,9.715340373,5.217333658
2.558,2.074092317,8.500142408,0.353567475,6.002084333,9.82442697
2.559,0.530246224,0.500647057,1.765531853,6.015889177,5.745132635
2.56,0.321294199,2.659834965,7.601595084,5.078437704,1.354950932
2.561,0.710544059,3.391313012,3.616943062,8.948085697,2.088493571
2.562,2.652007012,9.149651503,2.690135589,7.244801911,3.198498214
2.563,6.689784162,8.06453124,7.650715938,4.825618194,5.188431794
2.564,7.431950846,5.70210481,2.649935076,0.680981303,1.450992092
2.565,7.884012137,7.742703971,3.43716255,2.077491893,1.14185463
2.566,1.197819857,3.898688777,9.491389077,7.839606659,2.136381541
2.567,2.003837113,9.902011369,0.296239357,5.211141837,5.01242428
2.568,4.090584139,0.569849566,7.53503117,5.139164113,7.349066338
2.569,4.152048642,9.66355165,6.31349346,3.494538148,9.371892486
2.57,8.030509732,4.371488476,6.036680443,7.467292677,7.116524057
2.571,4.860142458,4.44540413,3.765213058,1.690342122,0.936667662
2.572,4.049794193,0.050179076,0.318979648,4.183554339,0.214584777
2.573,4.905953588,0.60266417,5.273551904,2.395047942,3.103335872
2.574,2.528671277,0.887449324,7.337664062,3.746841744,1.382973579
2.575,3.045879043,1.304379151,0.619314735,7.793366792,6.344245816
2.576,8.69449748,3.959070475,6.52690852,5.098643503,0.121570004
2.577,2.058343251,3.582716239,0.850634743,9.911114124,3.524605419
2.578,8.457933755,6.350158837,9.709811558,6.320890723,7.041130765
2.579,5.356899527,3.520024621,7.186515358,1.466158795,4.983683774
2.58,3.195012377,0.87648388,0.194452553,3.056854606,3.85058432
2.581,6.409943168,2.170559031,7.40806933,0.036321416,9.735331757
2.582,5.1453683,0.862453971,2.366721185,7.737114846,6.8447786
2.583,5.325861179,2.178936089,0.116935463,2.153391931,0.95229722
2.584,9.34821787,4.216289228,1.591470964,3.009859952,9.451194923
2.585,9.125964322,9.967180443,2.179111787,3.279841233,7.159679973
2.586,8.052415082,1.134303347,2.44369603,9.579093412,0.548668526
2.587,2.099000955,4.499575881,6.268154342,8.115712876,5.307508978
2.588,0.270370252,6.495304502,5.785937357,5.185781258,1.151634485
2.589,9.876980974,9.850822908,5.406394341,1.408591212,9.255153204
2.59,4.109513071,4.592469862,4.548997283,1.805511323,6.073232927
2.591,1.458376107,7.468297798,5.470718251,4.045001033,3.826024625
2.592,0.097581533,8.971098139,4.957688642,4.663533291,3.467440741
2.593,2.984857003,4.930955514,7.644801771,4.434049264,8.073802369
2.594,2.389110536,3.607174841,3.756512764,4.437072559,0.904013698
2.595,6.143696623,6.466735973,0.248844895,6.305123002,5.271078808
2.596,2.883431669,9.011334034,8.900829906,6.739194097,9.06550277
2.597,3.02915078,5.850055492,3.337969989,1.010316555,3.613823413
2.598,3.931930301,7.529601006,6.323764681,2.328615087,1.080982992
2.599,3.83725637,6.665602597,0.954627086,3.369511489,7.33595379
2.6,5.876550978,2.371927699,5.970237516,9.02898828,4.503761619
2.601,5.718824071,7.088776792,5.595710645,9.005975903,6.279529609
2.602,3.861782575,7.398097988,7.502457422,4.748169083,0.968881341
2.603,6.235950654,0.698713062,3.301896164,8.146263849,7.069185785
2.604,0.237680055,5.971449928,2.373250974,3.885978761,0.025062198
2.605,2.976388392,8.713964528,5.826171494,8.396147636,0.857907516
2.606,1.009066251,6.931891382,4.896366511,8.823554981,2.769974089
2.607,0.193262596,2.765801786,2.959385381,2.284995282,7.850923724
2.608,0.950847096,4.036331976,9.816420293,5.346135637,2.348684762
2.609,7.964209808,8.343159548,7.719124652,1.402006187,8.793724857
2.61,9.841822706,3.609003257,7.151673655,1.183584715,1.734690238
2.611,2.507874369,2.714250484,8.242743966,0.161387385,9.585227191
2.612,8.230111182,0.122890438,3.805564037,9.492560948,4.630214385
2.613,0.155429751,3.486838715,7.742422998,5.35123672,8.559679707
2.614,8.009389113,1.770958449,0.229253773,1.959050956,0.246565954
2.615,0.206655712,5.726915614,3.537704109,2.531708638,2.794707482
2.616,0.797459931,2.472499686,4.867580405,1.118367704,8.504574605
2.617,2.963377721,3.169570141,5.713839347,7.679821065,8.432269326
2.618,3.830091489,7.225279713,0.554783314,8.675730216,9.867033939
2.619,6.667609905,9.148115974,2.284848863,4.90081242,0.778065796
2.62,7.688860173,9.503490529,1.769635278,2.959549079,5.930813493
2.621,7.23740802,7.640343496,3.417966692,1.823852303,0.659063184
2.622,7.219030763,8.41233098,5.872190314,7.610132156,5.917348664
2.623,9.027328418,8.794676883,6.986763723,2.063585878,3.256108132
2.624,3.052935894,9.506953311,4.698710137,8.504458118,8.522972866
2.625,0.606778299,3.829314483,8.968354532,6.220307518,6.092116047
2.626,0.636636989,4.521967902,0.554325343,8.260580167,6.7579924
2.627,8.956312434,2.248924388,4.501282389,6.075854463,1.952042163
2.628,4.515094066,9.380243063,3.437473668,7.655033036,5.525148211
2.629,9.240651576,9.412798929,1.615426205,7.086359972,1.236969648
2.63,6.915315838,5.831311285,2.429761777,3.813716102,7.843527191
2.631,1.248489723,5.416922378,5.921818665,9.366737764,5.432749673
2.632,3.976243941,8.455923427,9.653581793,6.814442644,9.892063962
2.633,3.879127269,9.379849179,5.889008057,7.67606949,4.661272022
2.634,3.422175007,0.489283353,8.759661055,1.779641282,0.492047214
2.635,0.48210409,7.439643422,4.241950846,7.666584001,8.668146399
2.636,6.217005239,8.251152268,0.878711557,2.687677658,1.453884505
2.637,2.994172796,4.368834053,3.60835248,5.012276096,9.905812221
2.638,5.287509549,0.854590489,9.571666238,7.452693649,9.144298133
2.639,8.813149843,9.655186796,5.988106263,8.445110592,1.777409448
2.64,6.886951503,0.322177094,8.563028506,3.728464254,6.865153899
2.641,4.470639387,8.870329275,5.891372612,5.820152727,5.087168221
2.642,3.71121316,5.021648446,9.225706069,0.910681864,8.427517024
2.643,1.16212565,2.757250129,3.111704621,2.63819923,8.763263961
2.644,9.276209867,8.708238253,7.17025421,2.52446161,3.975910631
2.645,8.911938636,5.031225839,7.1884479,0.168311667,6.866615942
2.646,7.041922313,5.446250064,8.951867638,1.055573507,0.361677892
2.647,1.393804654,1.661712936,0.693679854,0.549873853,4.124051469
2.648,8.877550688,0.098074879,9.354056941,2.328132924,9.032210894
2.649,3.050467792,5.229261458,4.720438396,9.86231466,8.769106559
2.65,4.331179018,2.322743361,9.223177727,0.109670423,4.474813841
2.651,6.846433934,6.66380385,8.480455765,5.973890069,3.853342671
2.652,2.71737169,2.877645619,4.481349326,2.821033212,8.870909029
2.653,0.662130524,1.892666824,1.136976744,5.191584073,7.798267171
2.654,4.231699109,2.509409359,4.943097251,8.272210132,7.035543694
2.655,2.280221888,6.172398677,4.046677105,7.840996548,7.090767548
2.656,5.249432271,3.271590384,1.520021346,2.188936517,2.282239403
2.657,8.807990525,4.801465366,7.132094079,0.223249225,4.862999114
2.658,6.033549859,6.589561198,5.692958376,9.565448053,6.627464115
2.659,9.059283208,0.876662218,4.302441657,1.85210966,0.020987292
2.66,2.593686638,0.595361308,4.785194507,1.69249927,7.022115306
2.661,1.292979832,9.317435019,1.026830511,3.467601454,7.306376609
2.662,7.67083432,7.640821987,0.030793776,2.871751393,7.136746524
2.663,2.17213511,3.000898297,3.752604952,9.15906947,8.120612944
2.664,9.594899275,5.648247276,1.723864928,1.485644194,1.105292734
2.665,3.033224627,6.784612565,4.142568816,5.57991534,0.777552493
2.666,5.096551655,9.355485017,3.946840966,7.536443613,1.697311238
2.667,8.882777803,7.047468912,2.390798927,0.850737396,0.141170796
2.668,4.851626153,2.92443408,5.458386531,0.042771833,2.074991964
2.669,4.598780722,8.708875034,3.823688034,0.690387655,5.112827496
2.67,4.85457947,5.988895573,4.609545864,4.480084459,7.644900939
2.671,2.616625042,8.153337496,0.340990769,4.996075299,0.645613352
2.672,0.935600294,1.400083154,2.06126536,9.723894836,8.569876563
2.673,2.250119589,4.119170371,3.603995173,3.568244177,9.793526224
2.674,5.597261395,1.401062835,8.068645792,3.413706859,4.64447003
2.675,2.384818472,5.253573252,7.338045385,5.885014794,8.083814094
2.676,4.574422408,3.542759908,5.879340041,5.06291224,7.188254776
2.677,4.288466173,9.313116878,3.472909609,3.985639438,3.947453313
2.678,6.512919629,8.360024263,9.312901966,3.243573582,0.457497493
2.679,5.069000023,9.073043769,8.026594551,2.119514279,2.904900516
2.68,9.251235761,8.658541888,3.666134667,3.495975832,5.377208643
2.681,9.59319925,5.297031744,7.365057362,8.803452667,5.353522422
2.682,4.079606656,9.239641688,1.894851033,8.656846003,8.744221646
2.683,8.707580864,0.270062183,6.37872619,2.124951483,4.663806682
2.684,8.599616196,5.958518706,9.753800845,1.692264332,8.525587726
2.685,4.3382601,3.464741815,6.733733048,9.523496304,2.665580456
2.686,1.829804585,0.183154988,5.965118235,8.867335026,8.924054507
2.687,3.42991736,7.041081383,3.226275787,6.77464308,0.581375673
2.688,7.470461497,7.831333004,9.063748987,3.956542179,5.671764259
2.689,8.86056096,8.798578155,4.315785266,9.013811677,6.718196278
2.69,5.35390096,8.973353695,6.086358016,3.720921106,5.765231924
2.691,6.006457986,7.76034739,5.924659229,1.395395922,9.617460613
2.692,7.577727516,7.116117976,9.491500499,1.841857482,0.800947634
2.693,0.715736063,9.103675088,1.445072083,3.349430739,1.817910737
2.694,0.730193383,1.353558522,7.238065759,6.841082197,2.49767977
2.695,1.060435098,3.441042699,5.346493564,7.430049709,4.049385206
2.696,8.892723779,1.484664785,6.083580345,2.760765454,3.686734933
2.697,6.51097546,6.696040951,4.009791051,2.993949156,5.866404917
2.698,2.341488004,3.223627843,9.522726476,9.578429219,7.70618443
2.699,7.123627273,6.764600702,1.724316674,2.207220432,4.826401379
2.7,4.141299938,1.313184744,5.421765752,4.944199523,2.139378585
2.701,3.549617952,0.330910069,8.711105243,5.596482491,3.393307539
2.702,8.923413475,3.923276989,7.203846737,8.909764735,7.119233703
2.703,8.433331671,8.785540223,3.991690756,8.673141464,7.278776651
2.704,7.763039683,4.132027533,2.576698539,6.409267383,6.142586361
2.705,8.490077975,9.556417103,1.90993523,0.207634788,5.472792844
2.706,1.149172331,4.708526626,9.393715603,7.148737425,4.348821169
2.707,1.663474578,5.738087612,2.919464266,9.856051567,6.193863103
2.708,2.333054512,4.685688484,0.631616865,6.173328064,0.989746295
2.709,8.00364428,4.123617854,5.92515826,6.525333094,0.523222048
2.71,4.128906321,2.620209858,6.775118156,2.778533242,7.492887953
2.711,4.435521493,3.363995828,3.76032852,7.454820332,0.108242689
2.712,8.768271715,7.29650948,8.885768574,3.852792857,3.138551403
2.713,8.438023656,9.54749881,7.022283092,1.831645735,1.639900098
2.714,4.884924929,0.816925206,2.356509071,1.753621766,1.22884876
2.715,1.431719852,4.514516029,7.651064678,2.039353225,2.271965516
2.716,4.135738979,1.126432458,9.147342646,7.475688406,9.577899975
2.717,1.715426384,3.17834485,8.764449738,3.090900063,8.81025905
2.718,1.909775237,5.979512146,9.75454317,1.677172181,1.217261801
2.719,2.254340506,2.107855965,6.626855715,3.813444698,1.666218699
2.72,9.748548427,0.577328105,9.170511754,8.282487018,5.095413256
2.721,4.435739489,0.903069125,5.113740086,8.693121034,9.892931465
2.722,9.537556155,3.579317492,3.245148894,0.839262633,1.611143323
2.723,9.385796741,8.478519745,2.282669188,4.001265746,7.911782502
2.724,8.641807992,5.787047599,1.258877502,8.233682933,8.124097037
2.725,3.784107898,9.435795757,1.34873892,0.964607797,4.178813727
2.726,7.507090037,0.457838846,4.834265698,0.878707492,4.003678956
2.727,2.02486441,4.624176803,2.165316024,0.216112201,9.980820318
2.728,5.894451276,7.77363143,6.474300395,7.868087062,4.644359366
2.729,4.205044,4.600648644,3.00603859,4.400192519,9.545483517
2.73,2.705628912,4.605534238,2.193727057,2.721989094,0.109977483
2.731,2.345644211,7.252748663,8.091945548,4.53444997,3.923130794
2.732,3.733222677,0.313657997,5.953153801,2.592590564,6.791470044
2.733,6.423812041,9.926241788,0.537913072,8.349317143,9.219918332
2.734,1.524961048,3.451355178,3.050205775,2.427448296,3.700312065
2.735,7.18426341,9.199494272,5.865134302,5.877833483,1.477569348
2.736,2.678611964,1.732191165,2.595128175,7.417347804,5.411079661
2.737,2.974221519,8.042713368,0.72791286,0.967409143,4.307095716
2.738,6.443041234,6.346928805,0.774862279,3.373780374,2.495054287
2.739,8.049170828,4.332965023,8.475437218,2.250992829,3.713480366
2.74,8.448370204,8.76222992,5.23300787,1.431494812,8.409569955
2.741,2.387234656,0.086833135,9.014968273,5.196947899,4.181857967
2.742,9.203336311,8.430739898,2.633590627,9.494200596,7.450057286
2.743,8.29088359,3.625090434,1.616480243,2.92446998,1.592206362
2.744,1.565709029,5.237025705,8.166973806,0.373881761,6.09453007
2.745,3.061621273,4.61834005,8.685373407,6.290478429,0.497751553
2.746,1.883162428,1.442643504,5.166088191,2.385858711,3.670202251
2.747,4.896509058,2.087503224,2.23233812,5.919636232,4.024275613
2.748,9.541121214,6.259665444,4.890494193,0.603024545,9.626861322
2.749,8.320952474,1.439515316,4.825259409,3.245650983,9.022266043
2.75,6.071040022,4.652693288,8.888061341,4.42185527,5.896163482
2.751,5.929349355,9.942407141,0.293947469,4.704017046,1.281345407
2.752,9.80221546,8.540892946,6.219599776,1.775243861,0.062045361
2.753,3.314878726,2.157469483,5.477127306,2.60072731,6.99075657
2.754,4.482051093,5.723296153,0.967942128,6.839126886,2.990760479
2.755,5.189268294,1.150818628,5.86424053,3.045468174,5.868821151
